member_casual,end_station_name,end_count
casual,Public Rack - Prairie Ave & Garfield Blvd N,1
casual,Kildare Ave & Division Ave,1
casual,Lorel Ave & Chicago Ave,1
casual,Marshfield Ave & 87th St,1
casual,Menard Ave & Agusta Blvd,1
casual,Public Rack - Al Raby School,1
casual,Public Rack - Piotrowski Park,1
casual,Western Ave & 106th St - West,1
casual,Sacramento Blvd & Washington Blvd,1
casual,Public Rack - Ewing Ave & 106th St,1
casual,Public Rack - Pulaski Rd & 5th Ave,1
casual,Public Rack - Harvard Ave & 119th St,1
casual,Public Rack - Menard Ave & Madison St,1
casual,Public Rack - Cottage Grove Ave & 98th St,1
casual,Albany Ave & 103rd St,1
casual,Newcastle Ave & Belmont Ave,1
casual,Penn Elementary School / KIPP Ascend Middle School,1
casual,Public Rack - Vincennes Ave & 77th St,1
casual,Kedzie & 103rd St - East,1
casual,Public Rack - Homan Ave & 111th St,1
casual,Muskegon Ave & 89th St,1
casual,Public Rack - 10101 S Stony Island Ave,1
casual,Emerald Ave & 45th St,1
casual,Public Rack - Buffalo Ave & 133rd St,1
casual,Public Rack - Western Ave & 104th St - East,1
casual,Public Rack - Yates Ave & 100th St,1
casual,Normal Ave & 72nd St,1
casual,Latrobe Ave & Lake St,1
casual,Laramie Ave & Warwick Ave,1
casual,Public Rack - Bell Ave & 95th St,1
casual,Public Rack - Clyde Ave & 87th St,1
casual,Public Rack - Damen Ave & 80th St,1
casual,Public Rack - Forrestville Ave & 47th St,1
casual,Public Rack - Central Ave & Congress Pkwy,1
casual,Public Rack - Rutherford Ave & Belmont Ave,1
casual,Hamilton Park,1
casual,Ewing Ave & 106th St,1
casual,Corliss Ave & 133rd St,1
casual,Kedzie & 103rd St - West,1
casual,Public Rack - Ewing Ave & 105th St,1
casual,Public Rack - Kingston Ave & 75th St,1
casual,Public Rack - Christiana Ave & 111th St,1
casual,Public Rack - Fullerton Ave & Lavergne Ave,1
casual,Chopin Park,1
casual,Homan Ave & 26th St,1
casual,Public Rack - Keef Ave & South Chicago Ave,1
casual,Spaulding Ave & Foster Ave,1
casual,Public Rack - Talman Ave & 51st St,1
casual,Perry Ave & 108th Pl,1
casual,Brandon Ave & 91st St,1
casual,Menard Ave & Adams Blvd,1
casual,California Ave & 29th St,1
casual,Brighton Park Branch Chicago Library,1
casual,Public Rack - Kedzie Ave & 64th St - SE,1
casual,Pawel Bialowas - Test- PBSC charging station,1
casual,City Rack - Albany Ave & 103rd St,1
casual,Bennett Ave & 96th St,1
casual,Marquette Ave & 83rd St,1
casual,Public Rack - Western Ave & 107th St,1
casual,Public Rack - Kildare Ave & Washignton Blvd,1
casual,James Madison School,1
casual,Public Rack - Lotus Ave & Harrison St,1
casual,McVicker Ave & Grand Ave,1
casual,Western Ave & 111th St - SE,1
casual,Ewing Ave & Indianapolis Ave,1
casual,Public Rack - Laflin St &51st ST,1
casual,Public Rack - 63rd & Western Ave N,1
casual,Parnell Ave & 103rd St,1
casual,Public Rack - Kedzie Ave & 54th St - SE,1
casual,Public Rack - May St & 78th St,1
casual,Newcastle Ave & Wellington Ave,1
casual,Albany Ave & 111th St - NW,1
casual,Ada St & 119th St,1
casual,Public Rack - Perry Ave & 111th St,1
casual,Yale Ave & 119th St,1
casual,May St & 63rd St,1
casual,Central Ave & George St,1
casual,Public Rack - Green St & 103rd St,1
casual,Public Rack - Cottage Grove Ave & 87th St,1
casual,Public Rack - Mackinaw Ave & 108th St,1
casual,Public Rack - Cottage Grove & 86th St,1
casual,Halsted St & 94th St,1
casual,Ada St & 117th St,1
casual,Ashland Ave & 76th St,1
casual,Public Rack - Damen Ave & 47th St,1
casual,Torrence Ave & 98th St,1
casual,Public Rack - Hamilton Ave & 95th St,1
casual,Public Rack - Kedzie & 103rd St - W,1
casual,Public Rack - Michigan Ave & 107th St,1
casual,Public Rack - Kedzie Ave & Pershing Rd,1
casual,Public Rack - Chappel Ave & 71st St,1
casual,Public Rack - Kedzie Ave & Walnut St,1
casual,Cottage Grove & 84th St,1
casual,Public Rack - Langley Ave & 87th St,1
casual,Public Rack - Champlain Ave & 134th St,1
casual,Public Rack - St Louis Ave & Flournoy St,1
casual,Public Rack - 63rd & Western Ave S,1
casual,Public Rack - Division St & Christiana Ave,1
casual,Public Rack - Cicero Ave & Le Moyne St - midblock,1
casual,Stony Is Ave & 73rd St,1
casual,Public Rack - Pulaski Rd & Polk St,1
casual,Public Rack - Western Ave & 118th St,1
casual,King Dr & 83rd St,1
casual,Baltimore Ave & 133rd St,1
casual,Forrestville Ave & 47th St,1
casual,Public Rack - Pullman - Walmart,1
casual,Public Rack - Ewing Ave & 95th St,1
casual,Public Rack - Kedzie Ave & 54th Pl,1
casual,Public Rack - Oakley Ave & 50th Pl,1
casual,Public Rack - 53rd St & Indiana Ave,1
casual,Public Rack - Sangamon St & 79th St,1
casual,Public Rack - Komensky Ave & 63rd St,1
casual,Public Rack - Michigan Ave & 119th St,1
casual,Public Rack - McVicker Ave & Grand Ave,1
casual,Public Rack - Waller Ave & Chicago Ave,1
casual,Public Rack - Roswell B. Mason Elementary School,1
casual,Laflin St & 79th St,1
casual,Parnell Ave & 98th St,1
casual,Legler Regional Library,1
casual,Michigan Ave & 110th St,1
casual,Eggleston Ave & 114th St,1
casual,Avondale Ave & Addison St,1
casual,Paul Revere Elementary School,1
casual,Public Rack - Racine Ave & 76th,1
casual,Public Rack - Bishop St & 81st St,1
casual,Public Rack - Halsted St & 63rd St,1
casual,Public Rack - Pulaski Rd & 40th St,1
casual,Cicero Ave & Le Moyne St - midblock,1
casual,Public Rack - Peterson Ave & Drake Ave,1
casual,Public Rack - Western Ave & 111th St - NW,1
casual,Menard Ave & Belmont Ave,1
casual,83rd St (Avalon Park) Metra,1
casual,Christiana Ave & Bryn Mawr Ave,1
casual,Public Rack - Homan Ave & Lake St,1
casual,Ashland Ave & 46th St,1
casual,East End Ave & 75th St,1
casual,Menard Ave & Grand Ave,1
casual,Honore St & 87th St - SE,1
casual,Public Rack - Harding Ave & 47th St,1
casual,Public Rack - Halsted St & 95th St - SE,1
casual,Public Rack - Western Ave & 111th St - SW,1
casual,Canty Elementary School,1
casual,Public Rack - Springfield Ave & 63rd St,1
casual,Public Rack - Loomis St & 87th St,1
casual,Colfax Ave & 83rd St,1
casual,Zapata Academy,1
casual,Hamilton Ave & 95th St,1
casual,Public Rack - Jeffrey Blvd & 71st St,1
casual,Morgan St & 95th St,1
casual,Melvina Ave & Belmont Ave,1
casual,Michigan Ave & 113th St,1
casual,Drexel Ave & 87th St,1
member,Kingsbury St & Kinzie St,23213
member,Clark St & Elm St,20902
member,Wells St & Concord Ln,20272
member,Clinton St & Washington Blvd,19496
member,Clinton St & Madison St,18520
member,University Ave & 57th St,18439
member,Loomis St & Lexington St,18065
member,Wells St & Elm St,17466
member,Ellis Ave & 60th St,17319
member,Broadway & Barry Ave,16506
member,Dearborn St & Erie St,15682
member,St. Clair St & Erie St,15467
member,DuSable Lake Shore Dr & North Blvd,15258
member,Streeter Dr & Grand Ave,14730
member,Canal St & Adams St,14674
member,Wilton Ave & Belmont Ave,14673
member,Wells St & Hubbard St,14557
member,Wells St & Huron St,14493
member,Sheffield Ave & Fullerton Ave,14329
member,Green St & Madison St,14282
member,Wabash Ave & Grand Ave,14186
member,Clark St & Wrightwood Ave,14139
member,Ellis Ave & 55th St,14118
member,Clark St & Armitage Ave,14079
member,Clark St & Drummond Pl,13507
member,Larrabee St & Kingsbury St,13379
member,Ashland Ave & Division St,13360
member,Broadway & Waveland Ave,13025
member,Theater on the Lake,13023
member,Dearborn Pkwy & Delaware Pl,12914
member,Michigan Ave & Oak St,12906
member,Wabash Ave & Roosevelt Rd,12683
member,Desplaines St & Kinzie St,12648
member,Clark St & Lincoln Ave,12601
member,Halsted St & Polk St,12599
member,Halsted St & Clybourn Ave,12595
member,Clinton St & Jackson Blvd,12592
member,Indiana Ave & Roosevelt Rd,12566
member,Clinton St & Lake St,12462
member,Morgan St & Polk St,12444
member,State St & Chicago Ave,12176
member,LaSalle St & Illinois St,12066
member,Michigan Ave & Washington St,12028
member,State St & 33rd St,11912
member,Broadway & Cornelia Ave,11879
member,Larrabee St & Webster Ave,11779
member,Dearborn St & Monroe St,11688
member,Southport Ave & Roscoe St,11519
member,Halsted St & Wrightwood Ave,11504
member,Peoria St & Jackson Blvd,11484
member,Lincoln Ave & Fullerton Ave,11387
member,Lakeview Ave & Fullerton Pkwy,11365
member,Michigan Ave & Lake St,11199
member,Clark St & Schiller St,11179
member,Damen Ave & Pierce Ave,11156
member,DuSable Lake Shore Dr & Diversey Pkwy,11128
member,Kingsbury St & Erie St,11120
member,New St & Illinois St,11035
member,Halsted St & Roscoe St,10967
member,Federal St & Polk St,10963
member,Sheridan Rd & Irving Park Rd,10779
member,Pine Grove Ave & Waveland Ave,10740
member,Franklin St & Jackson Blvd,10635
member,Sheffield Ave & Waveland Ave,10581
member,Southport Ave & Waveland Ave,10502
member,Wells St & Evergreen Ave,10485
member,Clark St & Newport St,10454
member,Orleans St & Merchandise Mart Plaza,10370
member,McClurg Ct & Ohio St,10257
member,Canal St & Madison St,10225
member,State St & Randolph St,10216
member,Clark St & Randolph St,10199
member,LaSalle St & Jackson Blvd,10066
member,Fairbanks Ct & Grand Ave,10054
member,Sheffield Ave & Webster Ave,10018
member,Daley Center Plaza,9994
member,McClurg Ct & Erie St,9993
member,May St & Taylor St,9992
member,Franklin St & Chicago Ave,9957
member,DuSable Lake Shore Dr & Monroe St,9957
member,Franklin St & Monroe St,9943
member,Sheffield Ave & Wellington Ave,9935
member,DuSable Lake Shore Dr & Wellington Ave,9928
member,Wilton Ave & Diversey Pkwy,9805
member,Kimbark Ave & 53rd St,9793
member,Clark St & Wellington Ave,9719
member,Ravenswood Ave & Lawrence Ave,9518
member,Halsted St & Dickens Ave,9316
member,Rush St & Cedar St,9268
member,Mies van der Rohe Way & Chicago Ave,9255
member,Rush St & Superior St,9251
member,Broadway & Belmont Ave,9189
member,DuSable Lake Shore Dr & Belmont Ave,9183
member,Clark St & Lake St,9182
member,State St & Kinzie St,9178
member,Franklin St & Lake St,9166
member,Lincoln Ave & Diversey Pkwy,9143
member,Burling St & Diversey Pkwy,9097
member,Columbus Dr & Randolph St,9073
member,Sheffield Ave & Wrightwood Ave,9002
member,Racine Ave & Fullerton Ave,8929
member,Stockton Dr & Wrightwood Ave,8838
member,Sedgwick St & North Ave,8814
member,Sheridan Rd & Montrose Ave,8786
member,Mies van der Rohe Way & Chestnut St,8732
member,Wolcott Ave & Polk St,8723
member,Broadway & Sheridan Rd,8627
member,Pine Grove Ave & Irving Park Rd,8624
member,Sheffield Ave & Kingsbury St,8585
member,Clarendon Ave & Gordon Ter,8573
member,Canal St & Monroe St,8501
member,Wabash Ave & 9th St,8333
member,Milwaukee Ave & Grand Ave,8276
member,900 W Harrison St,8148
member,Sedgwick St & Webster Ave,8133
member,Clark St & Winnemac Ave,8108
member,Franklin St & Illinois St,8092
member,Wood St & Milwaukee Ave,8044
member,Millennium Park,8029
member,Desplaines St & Jackson Blvd,7999
member,Halsted St & Willow St,7700
member,Aberdeen St & Jackson Blvd,7698
member,Ellis Ave & 58th St,7556
member,Greenview Ave & Fullerton Ave,7440
member,Racine Ave & Belmont Ave,7391
member,Southport Ave & Wellington Ave,7383
member,Paulina St & Flournoy St,7301
member,Canal St & Jackson Blvd,7294
member,Montrose Harbor,7230
member,Clarendon Ave & Junior Ter,7061
member,Aberdeen St & Monroe St,7046
member,Sheffield Ave & Willow St,7019
member,Lakefront Trail & Bryn Mawr Ave,7008
member,Bissell St & Armitage Ave*,6998
member,Michigan Ave & 14th St,6977
member,Ogden Ave & Chicago Ave,6966
member,Milwaukee Ave & Wabansia Ave,6945
member,Aberdeen St & Randolph St,6938
member,Sedgwick St & Huron St,6928
member,Dayton St & North Ave,6913
member,Halsted St & Maxwell St,6866
member,Clark St & Grace St,6860
member,Southport Ave & Belmont Ave,6809
member,Ritchie Ct & Banks St,6775
member,Larrabee St & Division St,6689
member,Damen Ave & Chicago Ave,6628
member,Desplaines St & Randolph St,6590
member,MLK Jr Dr & 29th St,6558
member,Kedzie Ave & Milwaukee Ave,6544
member,Clifton Ave & Armitage Ave,6410
member,LaSalle Dr & Huron St,6380
member,Calumet Ave & 33rd St,6376
member,Clark St & Chicago Ave,6367
member,Clark St & Berwyn Ave,6350
member,Wells St & Polk St,6342
member,Field Blvd & South Water St,6277
member,Shore Dr & 55th St,6264
member,Halsted St & Roosevelt Rd,6260
member,Honore St & Division St,6223
member,Southport Ave & Clybourn Ave,6195
member,Clark St & North Ave,6179
member,Southport Ave & Wrightwood Ave,6155
member,Wacker Dr & Washington St,6104
member,Ogden Ave & Race Ave,6079
member,Damen Ave & Cortland St,6069
member,Dearborn St & Adams St,5949
member,Stetson Ave & South Water St,5935
member,California Ave & Milwaukee Ave,5905
member,LaSalle St & Washington St,5897
member,Sangamon St & Washington Blvd,5882
member,Ashland Ave & Blackhawk St,5819
member,Carpenter St & Huron St,5805
member,Sheridan Rd & Buena Ave,5795
member,Michigan Ave & 18th St,5766
member,Jefferson St & Monroe St,5756
member,Wells St & Walton St,5748
member,Franklin St & Adams St (Temp),5742
member,Rush St & Hubbard St,5697
member,Morgan St & Lake St,5682
member,Clark St & Leland Ave,5674
member,Wabash Ave & Adams St,5639
member,Cityfront Plaza Dr & Pioneer Ct,5632
member,Burnham Harbor,5562
member,Orleans St & Hubbard St,5562
member,Throop St & Taylor St,5552
member,State St & Van Buren St,5513
member,Racine Ave & Congress Pkwy,5508
member,Fairbanks St & Superior St,5501
member,Larrabee St & Oak St,5433
member,Dusable Harbor,5430
member,Clinton St & Roosevelt Rd,5385
member,Broadway & Wilson - Truman College Vaccination Site,5372
member,Michigan Ave & Madison St,5349
member,Green St & Randolph St*,5345
member,Western Ave & Winnebago Ave,5307
member,Damen Ave & Division St,5305
member,Woodlawn Ave & 55th St,5298
member,Shedd Aquarium,5265
member,Wood St & Taylor St (Temp),5221
member,Larrabee St & Armitage Ave,5210
member,Orleans St & Chestnut St (NEXT Apts),5169
member,Calumet Ave & 18th St,5168
member,Broadway & Argyle St,5158
member,Eckhart Park,5147
member,Broadway & Berwyn Ave,5124
member,Noble St & Milwaukee Ave,5073
member,Elston Ave & Cortland St,5071
member,Michigan Ave & 8th St,5044
member,Financial Pl & Ida B Wells Dr,5041
member,Clybourn Ave & Division St,5030
member,Wabash Ave & Wacker Pl,4972
member,Emerald Ave & 31st St,4963
member,Lincoln Park Conservatory,4940
member,Southport Ave & Irving Park Rd,4926
member,Sangamon St & Lake St,4918
member,Clark St & Bryn Mawr Ave,4915
member,Wentworth Ave & Cermak Rd,4909
member,Lake Park Ave & 56th St,4865
member,Wabash Ave & 16th St,4809
member,Ada St & Washington Blvd,4769
member,Paulina Ave & North Ave,4729
member,Western Ave & Fillmore St,4670
member,Michigan Ave & Pearson St,4638
member,State St & Pearson St,4636
member,Hermitage Ave & Polk St,4636
member,Walsh Park,4618
member,Western Ave & Leland Ave,4608
member,Ashland Ave & Augusta Blvd,4524
member,Broadway & Ridge Ave,4501
member,Canal St & Taylor St,4472
member,Adler Planetarium,4466
member,Michigan Ave & Jackson Blvd,4418
member,Lincoln Ave & Roscoe St*,4411
member,Cornell Ave & Hyde Park Blvd,4389
member,Racine Ave & Wrightwood Ave,4338
member,Wood St & Chicago Ave,4332
member,Racine Ave & 18th St,4305
member,Ashland Ave & Wellington Ave,4277
member,Broadway & Thorndale Ave,4253
member,Loomis St & Jackson Blvd,4223
member,Clarendon Ave & Leland Ave,4214
member,Lakefront Trail & Wilson Ave,4197
member,Ellis Ave & 53rd St,4155
member,Broadway & Granville Ave,4129
member,Clark St & Ida B Wells Dr,4129
member,Bissell St & Armitage Ave,4125
member,Delano Ct & Roosevelt Rd,4113
member,Damen Ave & Thomas St (Augusta Blvd),4042
member,Harper Ave & 59th St,4029
member,Fort Dearborn Dr & 31st St,3978
member,State St & 35th St,3951
member,Sheridan Rd & Lawrence Ave,3928
member,Ashland Ave & Chicago Ave,3912
member,Lake Park Ave & 53rd St,3900
member,Marine Dr & Ainslie St,3839
member,Western Ave & Walton St,3766
member,Ashland Ave & Grace St,3693
member,Larrabee St & North Ave,3679
member,Larrabee St & Menomonee St,3671
member,Rhodes Ave & 32nd St,3635
member,Dearborn St & Van Buren St,3588
member,Lincoln Ave & Belle Plaine Ave,3555
member,Greenview Ave & Diversey Pkwy,3546
member,Winthrop Ave & Lawrence Ave,3542
member,Seeley Ave & Roscoe St,3526
member,Ashland Ave & Grand Ave,3486
member,Clark St & Montrose Ave,3464
member,Leavitt St & North Ave,3445
member,Racine Ave & Randolph St,3445
member,Blue Island Ave & 18th St,3440
member,Morgan Ave & 14th Pl,3434
member,Ashland Ave & Wrightwood Ave,3432
member,Ravenswood Ave & Irving Park Rd,3427
member,Damen Ave & Grand Ave,3413
member,Racine Ave & Washington Blvd,3411
member,Lincoln Ave & Belmont Ave (Temp),3409
member,Wood St & Augusta Blvd,3405
member,Lincoln Ave & Sunnyside Ave,3390
member,Shields Ave & 31st St,3360
member,Logan Blvd & Elston Ave,3326
member,Morgan St & 18th St,3294
member,Elizabeth (May) St & Fulton St,3210
member,Campbell Ave & North Ave,3209
member,Morgan St & Lake St*,3196
member,California Ave & Cortez St,3171
member,Clark St & 9th St (AMLI),3155
member,Damen Ave & Leland Ave,3145
member,State St & Harrison St,3119
member,Orleans St & Elm St,3114
member,N Green St & W Lake St,3041
member,Wolcott (Ravenswood) Ave & Montrose Ave,3025
member,Indiana Ave & 31st St,2992
member,Ashland Ave & 13th St,2971
member,LaSalle St & Adams St,2935
member,Sheridan Rd & Noyes St (NU),2931
member,Damen Ave & Charleston St,2909
member,Damen Ave & Clybourn Ave,2882
member,Leavitt St & Armitage Ave,2881
member,Lincoln Ave & Waveland Ave,2866
member,Paulina St & 18th St,2851
member,Benson Ave & Church St,2774
member,Clinton St & Tilden St,2736
member,Glenwood Ave & Morse Ave,2732
member,Western Ave & Congress Pkwy,2732
member,Michigan Ave & Ida B Wells Dr,2656
member,Green St & Randolph St,2627
member,Blackstone Ave & Hyde Park Blvd,2617
member,Wood St & Hubbard St,2578
member,Leavitt St & Chicago Ave,2571
member,Leavitt St & Division St,2530
member,California Ave & North Ave,2529
member,Ravenswood Ave & Berteau Ave,2514
member,Damen Ave & Foster Ave,2506
member,Spaulding Ave & Armitage Ave,2491
member,Racine Ave & Fullerton Ave (Temp),2490
member,Stave St & Armitage Ave,2453
member,Ashland Ave & Lake St,2442
member,Cannon Dr & Fullerton Ave,2424
member,Damen Ave & Wellington Ave,2400
member,Albany Ave & Bloomingdale Ave,2400
member,Sheridan Rd & Loyola Ave,2397
member,Humboldt Blvd & Armitage Ave,2395
member,Winchester Ave & Elston Ave,2387
member,Western Ave & Division St,2368
member,Morgan St & 31st St,2323
member,Milwaukee Ave & Rockwell St,2318
member,Paulina St & Montrose Ave,2314
member,California Ave & Francis Pl (Temp),2304
member,Ogden Ave & Congress Pkwy,2286
member,Leavitt St & Belmont Ave,2274
member,Wentworth Ave & 33rd St,2256
member,Sedgwick St & Schiller St,2244
member,Halsted St & 18th St,2235
member,Western Ave & Roscoe St,2220
member,Lincoln Ave & Roscoe St,2209
member,California Ave & Division St,2202
member,Greenview Ave & Jarvis Ave,2194
member,Shields Ave & 28th Pl,2184
member,Damen Ave & Sunnyside Ave,2178
member,Kedzie Ave & Palmer Ct,2107
member,Rockwell St & Eastwood Ave,2101
member,Chicago Ave & Sheridan Rd,2083
member,Campbell Ave & Montrose Ave,2070
member,Lincoln Ave & Belmont Ave,2068
member,Sheridan Rd & Columbia Ave,2062
member,California Ave & Altgeld St,2051
member,Emerald Ave & 28th St,2042
member,Clark St & Elmdale Ave,2031
member,Lincoln Ave & Addison St,2028
member,Clark St & Schreiber Ave,1999
member,Green St & Washington Blvd,1999
member,California Ave & Montrose Ave,1966
member,Damen Ave & Melrose Ave,1953
member,Elston Ave & Wabansia Ave,1949
member,Artesian Ave & Hubbard St,1944
member,Talman Ave & Addison St,1931
member,Clinton St & 18th St,1872
member,Clark St & Lunt Ave,1845
member,Sheridan Rd & Argyle St,1837
member,Washtenaw Ave & Lawrence Ave,1833
member,Calumet Ave & 35th St,1825
member,St. Louis Ave & Fullerton Ave,1808
member,Racine Ave & 15th St,1801
member,Leavitt St & Addison St,1801
member,Field Museum,1794
member,Laflin St & Cullerton St,1786
member,Damen Ave & Walnut (Lake) St,1770
member,Southport Ave & Clark St,1761
member,California Ave & Fletcher St,1755
member,Canal St & Harrison St,1752
member,University Library (NU),1670
member,Chicago Ave & Washington St,1646
member,Oakley Ave & Irving Park Rd,1641
member,Leavitt St & Lawrence Ave,1633
member,Paulina St & Howard St,1618
member,Wabash Ave & Cermak Rd,1612
member,Damen Ave & Cullerton St,1611
member,Halsted St & 35th St,1603
member,Indiana Ave & 26th St,1594
member,Campbell Ave & Fullerton Ave,1588
member,Claremont Ave & Hirsch St,1586
member,McCormick Place,1581
member,May St & Cullerton St,1572
member,Richmond St & Diversey Ave,1564
member,Calumet Ave & 21st St,1562
member,Hampden Ct & Diversey Ave,1556
member,Central Park Ave & Bloomingdale Ave,1546
member,Francisco Ave & Foster Ave,1539
member,Museum of Science and Industry,1521
member,Lincoln Ave & Winona St,1518
member,Troy St & North Ave,1492
member,Ashland Ave & Belle Plaine Ave,1488
member,Halsted St & Archer Ave,1479
member,State St & 19th St,1476
member,Cherry Ave & Blackhawk St,1476
member,Winchester (Ravenswood) Ave & Balmoral Ave,1460
member,Western Ave & Monroe St,1444
member,Damen Ave & Madison St,1434
member,Glenwood Ave & Touhy Ave,1419
member,Broadway & Wilson Ave,1388
member,Hoyne Ave & Balmoral Ave,1383
member,Central Park Ave & Elbridge Ave,1376
member,Clark St & Columbia Ave,1370
member,Lake Park Ave & 47th St,1369
member,Spaulding Ave & Division St,1356
member,Wentworth Ave & 24th St (Temp),1332
member,Wilton Ave & Diversey Pkwy*,1314
member,Troy St & Elston Ave,1311
member,Kosciuszko Park,1304
member,California Ave & Byron St,1301
member,N Carpenter St & W Lake St,1285
member,Ogden Ave & Roosevelt Rd,1283
member,Manor Ave & Leland Ave,1257
member,Lake Park Ave & 35th St,1251
member,Albany Ave & Montrose Ave,1241
member,Wallace St & 35th St,1235
member,Halsted St & 21st St,1184
member,Bernard St & Elston Ave,1173
member,Smith Park,1159
member,Halsted St & North Branch St,1158
member,Christiana Ave & Lawrence Ave,1138
member,Damen Ave & Wabansia Ave,1116
member,Greenwood Ave & 47th St,1074
member,Eastlake Ter & Rogers Ave,1059
member,Wells St & 19th St,1050
member,Milwaukee Ave & Fullerton Ave,1037
member,Western Ave & Lunt Ave,1034
member,Kimball Ave & Belmont Ave,1034
member,W Oakdale Ave & N Broadway,1031
member,Avers Ave & Belmont Ave,1014
member,Sheridan Rd & Greenleaf Ave,1005
member,Kedzie Ave & Leland Ave,988
member,Buckingham Fountain,986
member,W Armitage Ave & N Sheffield Ave,939
member,Wentworth Ave & 35th St,927
member,Elizabeth St & Fulton St,923
member,State St & 29th St,878
member,Loomis St & Archer Ave,853
member,Cottage Grove Ave & 47th St,839
member,Western Ave & 21st St,836
member,Drake Ave & Montrose Ave,831
member,Avondale Ave & Irving Park Rd,820
member,South Shore Dr & 71st St,811
member,Ashland Ave & Archer Ave,790
member,Normal Ave & Archer Ave,789
member,Cottage Grove Ave & 43rd St,778
member,Woodlawn Ave & Lake Park Ave,755
member,Western Ave & Granville Ave,745
member,Racine Ave & 35th St,742
member,Clinton St & Polk St,728
member,Cottage Grove Ave & 51st St,728
member,Clark St & Jarvis Ave,720
member,Buckingham Fountain (Temp),717
member,Central St & Girard Ave,708
member,Monticello Ave & Irving Park Rd,708
member,Malcolm X College Vaccination Site,696
member,DuSable Museum,687
member,Elmwood Ave & Austin St,662
member,Western Ave & Howard St,659
member,California Ave & 21st St,658
member,Prairie Ave & Garfield Blvd,657
member,Central St Metra,651
member,Drake Ave & Addison St,642
member,Western Ave & 24th St,616
member,Warren Park East,613
member,N Sheffield Ave & W Wellington Ave,606
member,Evanston Civic Center,603
member,Warren Park West,602
member,Cottage Grove Ave & 63rd St,598
member,Bosworth Ave & Howard St,579
member,Dodge Ave & Church St,574
member,Kedzie Ave & Bryn Mawr Ave,570
member,Kedzie Ave & Foster Ave,564
member,Wood St & Webster Ave,562
member,Sawyer Ave & Irving Park Rd,560
member,Central Park Ave & North Ave,559
member,MLK Jr Dr & Pershing Rd,556
member,South Shore Dr & 67th St,553
member,Rockwell St & Fletcher St,546
member,Dorchester Ave & 49th St,545
member,Keystone Ave & Montrose Ave,538
member,2112 W Peterson Ave,527
member,Elston Ave & George St,527
member,Washtenaw Ave & Ogden Ave,516
member,Knox Ave & Montrose Ave,504
member,Clark St & Touhy Ave,500
member,Budlong Woods Library,497
member,Calumet Ave & 51st St,484
member,Racine Ave & 13th St,481
member,Keystone Ave & Fullerton Ave,478
member,Kildare Ave & Montrose Ave,472
member,Kedzie Ave & Chicago Ave,455
member,St. Louis Ave & Balmoral Ave,454
member,Francisco Ave & Montrose Ave,453
member,Loomis St & Lexington St*,439
member,Wood St & 35th St,437
member,Ridge Blvd & Howard St,432
member,Damen Ave & Coulter St,415
member,Western Ave & Grace St,412
member,Kedzie Ave & Lake St,392
member,Green St & Madison Ave*,380
member,Ridge Blvd & Touhy Ave,379
member,Maplewood Ave & Peterson Ave,377
member,Valli Produce - Evanston Plaza,373
member,Cottage Grove Ave & Oakwood Blvd,369
member,Prairie Ave & 43rd St,368
member,Kedzie Ave & George St,365
member,63rd St Beach,364
member,N Southport Ave & W Newport Ave,358
member,California Ave & Lake St,356
member,California Ave & 23rd Pl,352
member,Leavitt St & Archer Ave,340
member,Oakley Ave & Touhy Ave,334
member,N Paulina St & Lincoln Ave,329
member,Rockwell St & Cermak Rd,325
member,Princeton Ave & 47th St,321
member,Milwaukee Ave & Cuyler Ave,321
member,Lincoln Ave & Balmoral Ave,310
member,Lincolnwood Dr & Central St,308
member,Pulaski Rd & 51st St,304
member,Halsted St & 37th St,302
member,Conservatory Dr & Lake St,298
member,Dodge Ave & Main St,287
member,Central Park Ave & Ogden Ave,285
member,Halsted St & 47th Pl,284
member,Dorchester Ave & 63rd St,282
member,Francisco Ave & Bloomingdale Ave,282
member,California Ave & Winona St,278
member,Troy St & Grace St,277
member,Western Ave & Gunnison St,277
member,Ashland Ave & McDowell Ave,276
member,Archer (Damen) Ave & 37th St,276
member,California Ave & 26th St,269
member,N Shore Channel Trail & Argyle St,266
member,Pulaski Rd & Eddy St (Temp),263
member,South Shore Dr & 74th St,260
member,Wolcott Ave & Fargo Ave,256
member,Sacramento Blvd & Franklin Blvd,256
member,Malcolm X College,249
member,Central Ave & Chicago Ave,244
member,Washtenaw Ave & Polk St,243
member,Long & Irving Park,234
member,Elston Ave & Henderson St,234
member,Wells St & Institute Pl,232
member,W Washington Blvd & N Peoria St,232
member,Fairfield Ave & Roosevelt Rd,229
member,Union Ave & Root St,225
member,Lockwood Ave & Wrightwood Ave,223
member,Damen Ave & Pershing Rd,221
member,Chicago State University,220
member,Jeffery Blvd & 71st St,216
member,Narragansett & Wrightwood,215
member,Public Rack - Milwaukee Ave & Diversey Ave,215
member,MTV Hubbard St,214
member,Western Ave & Berteau Ave,213
member,Kilbourn Ave & Irving Park Rd,210
member,Narragansett & Irving Park,209
member,State St & 95th St,208
member,Lincoln Ave & Peterson Ave,208
member,Eberhart Ave & 61st St,204
member,Cottage Grove Ave & 83rd St,203
member,Kilbourn Ave & Milwaukee Ave,203
member,MLK Jr Dr & 47th St,197
member,Halsted St & 51st St,197
member,State St & 79th St,193
member,Millard Ave & 26th St,192
member,Dodge Ave & Mulford St,190
